DATUM OD;DATUM DO;NAZEV;MESTO;TYP;KATEGORIE;DISCIPLINY;PORADATEL;KLUB;KLUB CISLO;REGISTRACE DO;URL
03.03.2024;03.03.2024;Zlat‡ diabolka + 54. ro‹n’k memori‡lu Rudolfa Jocha a Eduarda Briskorina;BÞezolupy;2. kategorie;Muìi, ìeny, Dorostenci st., Ž‡ci 13 a 14 let, Ž‡ci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vleže;;;386;28.02.2024;https://shooting.cz/cs/souteze/2024-03-03-zlata-diabolka-54-rocnik-memorialu-rudolfa-jocha-a-eduarda-briskorina
03.03.2024;03.03.2024;Karlovarsk‡ liga – vzduchov‡ pistole 2023/2024 11.kolo;BÞezov‡;2. kategorie;Veter‡ni 65+ let, Muìi, ìeny, Dorostenci st., Ž‡ci 13 a 14 let, SenioÞi;VzPi 60, VzPi 40, VzPi 60 s oporou, VzPi 40 s oporou;KarlovarskŽ krajskŽ sdruìen’ ‰SS;;;03.03.2024;https://shooting.cz/cs/souteze/2023-10-15-karlovarska-liga-vzduchova-pistole-2023-2024-1-kolo_clone_355894_clone_825015
09.03.2024;09.03.2024;Klatovskù poh‡r 2023-2024 5.kolo;Dolany u Klatov;2. kategorie;Ž‡ci 13 a 14 let, Ž‡ci do 12 let;VzPu 30 ISSF vleže, VzPu 30 ISSF vleže s oporou;SSK  0173 Klatovy  ;;;09.03.2024;https://shooting.cz/cs/souteze/2023-11-11-pohar-mladeze-ssk-klatovy-2023-2024-1-kolo-4
09.03.2024;10.03.2024;Mistrovstv’ ‰R 2024 - VzduchovŽ zbranì;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù;SH1, Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml., SenioÞi, Ž‡ci;VzPi 60, VzPi 40, VzPu 60 ISSF, VzPu 40 ISSF;‰eskù stÞeleckù svaz;;;26.02.2024;https://shooting.cz/cs/souteze/2024-03-08-m-cr-2024-plzen-vzduchove-zbrane
09.03.2024;09.03.2024;O putovn’ poh‡r SSK Ro‹ov 20. ro‹n’k 4.kolo;Ro‹ov;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Ž‡ci 13 a 14 let, Ž‡ci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vleže;SSK ‰- 0899 Ro‹ov;;;07.03.2024;https://shooting.cz/cs/souteze/2024-02-10-klon-o-putovni-pohar-ssk-rocov-20-rocnik-3-kolo
09.03.2024;09.03.2024;Slovansk‡ elektronick‡ puäkov‡ liga 2023-2024 - Fin‡le;PlzeË;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st.;VzPu 60 ISSF, VzPu 40 ISSF;SSK PlzeË – Slovany C-0015;;;09.03.2024;https://shooting.cz/cs/souteze/2024-03-09-slovanska-elektronicka-puskova-liga-2023-2024-finale
10.03.2024;10.03.2024;Jarn’ cena;Svitavy;2. kategorie;dorostenci ml., Ž‡ci 13 a 14 let, Ž‡ci do 12 let;VzPu 40 ISSF, VzPu 30 ISSF vleže;SV‰ Svitavy;;119;10.03.2024;https://shooting.cz/cs/souteze/2024-03-10-jarni-cena
10.03.2024;10.03.2024;Slovansk‡ elektronick‡ pistolov‡ liga 2023-2024 - Fin‡le;PlzeË;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st.;VzPi 60, VzPi 40;SSK PlzeË – Slovany C-0015;;;10.03.2024;https://shooting.cz/cs/souteze/2024-02-25-slovanska-elektronicka-pistolova-liga-2023-2024-finale
16.03.2024;16.03.2024;"Jarn’ cena - ""Vyh‡nìn’ pavoukù""";Nov‡ Paka;2. kategorie;Muìi, ìeny, Dorostenci st., Dorostenky st.;SM 30, LM 30;;;192;16.03.2024;https://shooting.cz/cs/souteze/2024-03-16-jarni-cena-vyhaneni-pavouku-1
16.03.2024;16.03.2024;Jarn’ perkus - HistorickŽ zbranì;Semily;2. kategorie;;PeRe, PeRe50m, KÞPiC, PePiV, PePuV, KÞPuV, Werndl;Michal Saska;;731;16.03.2024;https://shooting.cz/cs/souteze/2024-03-16-jarni-perkus-historicke-zbrane-1
16.03.2024;16.03.2024;Krajsk‡ stÞeleck‡ liga ml‡deže Zl’nskŽho kraje 3.kolo;Uherskù Ostroh;2. kategorie, Kraj;Ž‡ci 13 a 14 let, Ž‡kynì 13 a 14 let, Ž‡ci do 12 let, Ž‡kynì do 12 let;VzPu 30 ISSF vleže, VzPu 30 ISSF vleže s oporou;;;210;16.03.2024;https://shooting.cz/cs/souteze/2024-03-16-krajska-strelecka-liga-mladeze-zlinskeho-kraje-3-kolo
16.03.2024;16.03.2024;Velikono‹n’ stÞ’len’ 15.ro‹n’k;Borek;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Ž‡ci 13 a 14 let, Ž‡ci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vleže;;;301;16.03.2024;https://shooting.cz/cs/souteze/2024-03-16-velikonocni-strileni-15-rocnik-1
16.03.2024;17.03.2024;Sezemickù MAMLAS 2024 - Vzduchov‡ puäka a pistole 100 ran;Sezemice;3. kategorie;Muìi, ìeny;;;;253;16.03.2024;https://shooting.cz/cs/souteze/2024-03-16-sezemicky-mamlas-2024-vzduchova-puska-a-pistole-100-ran-1
16.03.2024;16.03.2024;Chomutovsk‡ vzduchovkov‡ extraliga 2023 - 2024 fin‡le;Chomutov;;Muìi, Muìi, ìeny, JunioÞi, Dorostenci st., Ž‡ci 13 a 14 let, Veter‡ni;VzPi 60, VzPi 40, VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vleže;SSK Chomutov;;;15.10.2023;https://shooting.cz/cs/souteze/2023-10-15-chomutovska-vzduchovkova-extraliga-2023-2024-1-kolo-2023-7
16.03.2024;16.03.2024;Poh‡r Srdce Symfonie;P‡tek u Podìbrad;2. kategorie;;VzPu 30 ISSF vleže;;;;16.03.2024;https://shooting.cz/cs/souteze/2024-03-16-pohar-srdce-symfonie
17.03.2024;17.03.2024;JiÞ’kovsk‡ liga 2023/2024 4.kolo;JiÞ’kov;2. kategorie;Ž‡ci do 10 let, Muìi, ìeny, Dorostenci st., Ž‡ci 13 a 14 let, Ž‡kynì 13 a 14 let, Ž‡ci do 12 let, Ž‡kynì do 12 let;VzPi 60, VzPi 40, VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vleže, VzPu 30 ISSF vleže s oporou;SSK JiÞ’kov;;;17.03.2024;https://shooting.cz/cs/souteze/2023-11-11-jirikovska-liga-2023-2024-1-kolo-2
17.03.2024;17.03.2024;Karlovarsk‡ liga – vzduchov‡ pistole 2023/2024 12.kolo;BÞezov‡;2. kategorie;Veter‡ni 65+ let, Muìi, ìeny, Dorostenci st., Ž‡ci 13 a 14 let, SenioÞi;VzPi 60, VzPi 40, VzPi 60 s oporou, VzPi 40 s oporou;KarlovarskŽ krajskŽ sdruìen’ ‰SS;;;17.03.2024;https://shooting.cz/cs/souteze/2023-10-15-karlovarska-liga-vzduchova-pistole-2023-2024-1-kolo_clone_355894_clone_236980
17.03.2024;17.03.2024;Vzduchov‡ sportka 2023/24 4.kolo;Chomutov;2. kategorie;Muìi, ìeny, Dorostenci st., Dorostenky st.;SpVzPi 30+30;SSK Chomutov I. , II. a IV.kolo, SSK Louny III. kolo;;;19.11.2023;https://shooting.cz/cs/souteze/2023-11-19-vzduchova-sportka-2023-24-1-kolo-2023-2
23.03.2024;23.03.2024;Jarn’ soutìž z pÞedovek 2024;OstromžÞ;2. kategorie;Muìi;PePiC, PeRe, KÞPiC, DPi, PePiV, PePuC, PePuV, KÞPuC, Werndl;;;214;15.03.2024;https://shooting.cz/cs/souteze/2024-03-23-jarni-soutez-z-predovek-2024-1
23.03.2024;23.03.2024;Mistrovstv’ ‰R 2024 vzduchov‡ puäka 30 ran vleže;PlzeË;1. kategorie;Ž‡ci 13 a 14 let, Ž‡kynì 13 a 14 let, Ž‡ci do 12 let, Ž‡kynì do 12 let;VzPu 30 ISSF vleže;‰eskù stÞeleckù svaz;;370;11.03.2024;https://shooting.cz/cs/souteze/2024-03-23-m-cr-2024-plzen-vzduchova-puska-30-ran-vleze
23.03.2024;24.03.2024;Mistrovstv’ ‰R ze vzduchovùch v’cerannùch zbran’ 2024;Karvin‡;1. kategorie, ìebÞ’‹ek;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st.;SpVzPi 30+30, StVzPi 3x20, RVzPi 2x30;‰eskù stÞeleckù svaz;;373;12.03.2024;https://shooting.cz/cs/souteze/2024-03-23-mistrovstvi-cr-ze-vzduchovych-vicerannych-zbrani-2024
24.03.2024;24.03.2024;Cena SV‰ Svitavy 32. ro‹n’k;;2. kategorie;;VzPi 60, VzPi 40;SV‰ Svitavy;;119;24.03.2024;https://shooting.cz/cs/souteze/2024-03-24-cena-svc-svitavi-32-rocnik
30.03.2024;30.03.2024;Jarn’ cena 19. ro‹n’k;Uherskù Ostroh;2. kategorie;Muìi;PePiC, PeRe, PeRe50m, KÞPiC, DPi, PePuC, PePuV, KÞPuC, DPu, PePuC100m, PePuV100m;;;210;30.03.2024;https://shooting.cz/cs/souteze/2024-03-30-jarni-cena-19-rocnik
30.03.2024;30.03.2024;Poh‡r mžsta ‰ernovic;‰ernovice;2. kategorie;Ž‡ci 13 a 14 let, Ž‡ci do 12 let;VzPu 30 ISSF vleže;;;202;30.03.2024;https://shooting.cz/cs/souteze/2024-03-30-pohar-mesta-cernovic
31.03.2024;31.03.2024;Velikono‹n’ pistole;Nov‡ paka;3. kategorie;Muìi;VP 30+30;;;192;01.04.2024;https://shooting.cz/cs/souteze/2024-03-31-velikonocni-pistole
06.04.2024;06.04.2024;Dubnov‡ oto‹ka;ChotìboÞ;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30, VP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-04-06-dubnova-otocka-1
06.04.2024;06.04.2024;Medvìd’ vst‡v‡n’ 2. ro‹n’k;Podìbrady;3. kategorie;;;;;32;;https://shooting.cz/cs/souteze/2024-04-06
06.04.2024;06.04.2024;Memori‡l stÞelcù 2024;‰epirohy;2. kategorie;Muìi;PePiC, PeRe, KÞPiC, PePiV, PePuC, PePuV, KÞPuC, KÞPuV;;;311;06.04.2024;https://shooting.cz/cs/souteze/2024-04-06-memorial-strelcu-2024
06.04.2024;06.04.2024;Memori‡l Vladim’ra V‡vry;Semily;2. kategorie;;SP 30+30;Daniel Medek;;731;06.04.2024;https://shooting.cz/cs/souteze/2024-04-06-memorial-vladimira-vavry-1
06.04.2024;06.04.2024;Pobìžovick‡ diabolka - 2.ro‹n’k;Pobìžovice;2. kategorie;Ž‡ci 13 a 14 let, Ž‡kynì 13 a 14 let, Ž‡ci do 12 let, Ž‡kynì do 12 let;VzPu 30 ISSF vleže, VzPu 30 ISSF vleže s oporou;;;230;02.04.2024;https://shooting.cz/cs/souteze/2024-04-06-pobezovicka-diabolka-2-rocnik-1
07.04.2024;07.04.2024;Jarn’ cena Opavy;Opava;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st.;SM 3x20, SM 60, LM 3x20, LM 60 ISSF;;;4;04.04.2024;https://shooting.cz/cs/souteze/2024-04-07-jarni-cena-opavy-1
11.04.2024;22.04.2024;ISSF Final Olympic Qualification Championship Rifle & Pistol;Rio De Janeiro;repre-tùmy, Sledovanù, Svìt;Muìi, ìeny;VzPi 60, SP 30 m’Þen‡, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-04-11-issf-final-olympic-qualification-champions-rio-de-janeiro-clone-798006
13.04.2024;13.04.2024;Karlovarsk‡ liga LP60 1.kolo - Poh‡r hejtmana KarlovarskŽho kraje;Lomnice u Sokolova;2. kategorie;Muìi, JunioÞi, SenioÞi;LP 60;;;258;;https://shooting.cz/cs/souteze/2024-04-13-karlovarska-liga-lp60-1-kolo-pohar-hejtmana-karlovarskeho-kraje
14.04.2024;14.04.2024;Jarn’ cena SSK Pomez’ - 32.ro‹n’k;Svitavy;2. kategorie;Muìi, ìeny;VzPi 60, VzPi 40;SV‰ Svitavy;;119;06.04.2024;https://shooting.cz/cs/souteze/2024-04-14-jarni-cena-ssk-pomezi-32-rocnik-1
14.04.2024;14.04.2024;Krajsk‡ stÞeleck‡ liga ml‡deže Zl’nskŽho kraje Fin‡le;Nivnice;2. kategorie, Kraj;Ž‡ci 13 a 14 let, Ž‡kynì 13 a 14 let, Ž‡ci do 12 let, Ž‡kynì do 12 let;VzPu 30 ISSF vleže, VzPu 30 ISSF vleže s oporou;;;551;14.04.2024;https://shooting.cz/cs/souteze/2024-04-14-krajska-strelecka-liga-mladeze-zlinskeho-kraje-finale
14.04.2024;14.04.2024;Poh‡r starosty Lomnice LM,SM 60;Lomnice u Sokolova;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., SenioÞi;SM 60, LM 60;;;258;14.04.2024;https://shooting.cz/cs/souteze/2024-04-14-pohar-starosty-lomnice-lm-sm-60-1
14.04.2024;14.04.2024;Poh‡r starosty Lomnice LM,SM 60;Sokolov;2. kategorie;Muìi, ìeny, JunioÞi, Dorostenci st., SenioÞi;SM 60, LM 60;;;258;14.04.2024;https://shooting.cz/cs/souteze/2024-04-14-pohar-starosty-lomnice-lm-sm-60-2
17.04.2024;17.04.2024;Fiala CUP 6.kolo;PlzeË;2. kategorie;Muìi, ìeny, Dorostenci st., Ž‡ci 13 a 14 let;VzPi 40, VzPi 40 s oporou;SSK Dukla PlzeË - ‹. 0370 (1. - 3. kolo) ,SSK Policie Rapid PlzeË - ‹. 0232 (4. – 6. kolo);;;19.03.2024;https://shooting.cz/cs/souteze/2023-10-11-fiala-cup-1-kolo-clone-464252
19.04.2024;21.04.2024;Kontroln’ sledovanù z‡vod 2024 1.kolo;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-04-19-kontrolni-sledovany-zavod-2024-1-kolo
19.04.2024;21.04.2024;Kontroln’ z‡vod reprezentace 2024 1.kolo;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-04-19-kontrolni-zavod-reprezentace-2024-1-kolo
19.04.2024;21.04.2024;Oblastn’ stÞeleck‡ liga kule Karvin‡ 2024 - 1. kolo;Karvin‡ - NovŽ Mìsto;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;19.04.2024;https://shooting.cz/cs/souteze/2024-04-19-oblastni-strelecka-liga-kule-karvina-2024-1-kolo-1
20.04.2024;20.04.2024;Apr’lov‡ sportka;Praha 9 Hloubìt’n;3. kategorie;Muìi, ìeny;SP 30 m’Þen‡;;;121;18.04.2024;https://shooting.cz/cs/souteze/2024-04-20-aprilova-sportka
20.04.2024;20.04.2024;Karlovarsk‡ liga SP 30+30 1.kolo - Sokolovsk‡ sportka;Lomnice u Sokolova;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., SenioÞi;SP 30+30;;;258;20.04.2024;https://shooting.cz/cs/souteze/2024-04-20-karlovarska-liga-sp-30-30-1-kolo-sokolovska-sportka-1
22.04.2024;01.05.2024;ISSF Final Olympic Qualification Championship Shotgun;Doha;repre-tùmy, Sledovanù, Svìt;Muìi, ìeny;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-04-22-issf-final-olympic-qualification-champions-doha
27.04.2024;27.04.2024;Jarn’ cena SSK Újezd Sv.KÞ’že;Újezd Sv.KÞ’že;2. kategorie;Muìi, ìeny, Dorostenci st., SenioÞi;SM 60, LM 60;;;230;25.04.2024;https://shooting.cz/cs/souteze/2024-04-27-jarni-cena-ssk-ujezd-sv-krize-1
27.04.2024;27.04.2024;Karlovarsk‡ liga SP 30+30 2.kolo / StP 3x20 1.kolo - Lomnick‡ sportka;Lomnice u Sokolova;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., SenioÞi;SP 30+30, StP 3x20;;;258;27.04.2024;https://shooting.cz/cs/souteze/2024-04-27-karlovarska-liga-sp-30-30-2-kolo-stp-3x20-1-kolo-lomnicka-sportka
27.04.2024;27.04.2024;Velk‡ cena ChotìboÞe;ChotìboÞ;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky;LP 60;;;120;;https://shooting.cz/cs/souteze/2024-04-27-velka-cena-chotebore-1
27.04.2024;28.04.2024;‰eskù poh‡r ml‡deže 2024 1.kolo Manuäice;Manuäice;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;‰eskù stÞeleckù svaz;;200;15.04.2024;https://shooting.cz/cs/souteze/2024-04-27-cesky-pohar-mladeze-2024-1-kolo-manusice
27.04.2024;28.04.2024;‰eskù poh‡r ml‡deže 2024 1.kolo Ostrava;Ostrava - Poruba;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;‰eskù stÞeleckù svaz;;368;15.04.2024;https://shooting.cz/cs/souteze/2024-04-27-klon-cesky-pohar-mladeze-2024-1-kolo-ostrava
28.04.2024;28.04.2024;VC OÚ ProsimžÞice;ProsimžÞice;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;125;28.04.2024;https://shooting.cz/cs/souteze/2024-04-28-vc-ou-prosimerice
01.05.2024;01.05.2024;Prvom‡jov‡ pistole;Nov‡ paka;3. kategorie;Muìi, ìeny;VP 30 m’Þen‡;;;192;01.05.2024;https://shooting.cz/cs/souteze/2024-05-01-prvomajova-pistole
01.05.2024;05.05.2024;52nd Grand Prix of  Liberation 2024 PlzeË;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, Svìt;Muìi, ìeny;VzPi 60, SP 30+30, LP 60, StP 3x20, RP 2x30, VP 30+30, VzPu 60 ISSF, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;Sdruìen’ stÞeleckùch klubù mžsta Plznì;;;24.04.2024;https://shooting.cz/cs/souteze/2024-05-01-52nd-grand-prix-of-liberation-2024-plzen
01.05.2024;12.05.2024;ISSF World Cup Baku;Baku;repre-tùmy, Sledovanù, Svìt;Muìi, ìeny;VzPi 60, SP 30 m’Þen‡, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20, Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-01-24-issf-world-cup-cairo-egypt-clone-400592
03.05.2024;05.05.2024;Oblastn’ stÞeleck‡ liga kule Karvin‡ 2024 - 2. kolo + ‰PM 2024 - 1. kolo (RP 2x30);Karvin‡ - NovŽ Mìsto;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-05-03-oblastni-strelecka-liga-kule-karvina-2024-2-kolo-cpm-2024-1-kolo-rp-2x30-1
04.05.2024;04.05.2024;Karlovarsk‡ liga LP60 2.kolo;Lomnice u Sokolova;2. kategorie;Muìi, JunioÞi, SenioÞi;LP 60;;;258;04.05.2024;https://shooting.cz/cs/souteze/2024-05-04-karlovarska-liga-lp60-2-kolo-1
04.05.2024;04.05.2024;Memori‡l K. Trnky;Praha 9 Hloubìt’n;3. kategorie;Muìi, ìeny;SP 30 m’Þen‡;;;121;02.05.2024;https://shooting.cz/cs/souteze/2025-04-19-memorial-trnky-1
04.05.2024;04.05.2024;Poh‡r osvobozen’ mžsta Hlu‹’na;Hlu‹’n;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml., Veter‡ni;SM 3x20, SM 60;;;34;02.05.2024;https://shooting.cz/cs/souteze/2024-05-04-pohar-osvobozeni-mesta-hlucina
04.05.2024;04.05.2024;Pos‡zavskŽ pÞedovky;Krhanice;2. kategorie;;PePiC, PeRe, KÞPiC, DPi, PePiV;;;117;;https://shooting.cz/cs/souteze/2024-05-04-posazavske-predovky-1
04.05.2024;04.05.2024;ät’t mžsta TÞeät;TÞeäé;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;39;04.05.2024;https://shooting.cz/cs/souteze/2024-05-04-stit-mesta-treste-1
04.05.2024;04.05.2024;VC dvorù;Dvory;2. kategorie;;SM 60, LM 60;;;37;;https://shooting.cz/cs/souteze/2024-05-04-vc-dvoru
05.05.2024;05.05.2024;Poh‡r Ostroje Opava;Opava;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st.;SM 3x20, SM 60;;;4;02.05.2024;https://shooting.cz/cs/souteze/2024-05-05-pohar-ostroje-opava
05.05.2024;05.05.2024;StÞeleck‡ liga Horn’ Cerekev 2024 - 1.kolo;Horn’ Cerekev;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;05.05.2024;https://shooting.cz/cs/souteze/2024-05-05-strelecka-liga-horni-cerekev-2024-1-kolo-1
08.05.2024;08.05.2024;Jarn’ cena;ChotìboÞ;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;120;;https://shooting.cz/cs/souteze/2024-05-08-jarni-cena-1
11.05.2024;11.05.2024;Boreckù poh‡r 2024 - 1.kolo;Borek;2. kategorie;Muìi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-05-11-borecky-pohar-2024-1-kolo-1
11.05.2024;11.05.2024;Jarn’ Cena Chaloupek;Praha 9;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;134;11.05.2024;https://shooting.cz/cs/souteze/2024-05-11-jarni-cena-chaloupek
