DATUM OD;DATUM DO;NAZEV;MESTO;TYP;KATEGORIE;DISCIPLINY;PORADATEL;KLUB;KLUB CISLO;REGISTRACE DO;URL
15.09.2024;15.09.2024;Pohár SSK Bystøice n.P.;Bystøice nad Pernštejnem;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-09-15-pohar-ssk-bystrice-n-p-1
15.09.2024;15.09.2024;VC Pelhøimova, Memoriál J.Veverky;Pelhøimov;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30, VP 30+30;;;353;;https://shooting.cz/cs/souteze/2024-09-15-vc-pelhrimova-memorial-j-veverky-1
20.09.2024;22.09.2024;Mistrovstv’ ÈR 2024 kule;Plzeò;1. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 30+30, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;Èeskù støeleckù svaz;;;10.09.2024;https://shooting.cz/cs/souteze/2024-09-20-mistrovstvi-cr-2024-kule
21.09.2024;21.09.2024;Krhanické pøedovky;Krhanice;2. kategorie;;PePiC, PeRe, KøPiC, DPi, PePiV;;;117;;https://shooting.cz/cs/souteze/2024-09-21-krhanicke-predovky-1
21.09.2024;21.09.2024;Manušické pøedovky;Manušice;2. kategorie;;PePiC, PeRe, KøPiC, DPi, PePiV, PePuC, PePuV, KøPuC, KøPuV;SSK Manušice 0200;;200;19.09.2024;https://shooting.cz/cs/souteze/2024-09-21-manusicke-predovky-1
21.09.2024;21.09.2024;Podzimn’ Cena Chaloupek;Praha 9;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;134;;https://shooting.cz/cs/souteze/2024-09-21-podzimni-cena-chaloupek
21.09.2024;21.09.2024;VC Buchlovic;Buchlovice;2. kategorie;Muìi;StP 3x20, VP 15+15;;;209;;https://shooting.cz/cs/souteze/2024-09-21-vc-buchlovic-1
21.09.2024;21.09.2024;Velká cena amatérù;Praha 9 Hloubìt’n;3. kategorie;Muìi, eny;SP 30 m’øená;;;121;19.09.2024;https://shooting.cz/cs/souteze/2024-09-21
26.09.2024;09.10.2024;Junior World Championship Lima;Lima;repre-tùmy, Sledovanù, Svìt;Junioøi, Juniorky;VzPi 60, SP 30 m’øená, RP 2x30, VzPu 60 ISSF, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF, Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-11-01-junior-world-championship-lima
28.09.2024;28.09.2024;Velká cena Letova;Praha 9 Hloubìt’n;2. kategorie;Muìi, eny;SP 30 m’øená;;;121;26.09.2024;https://shooting.cz/cs/souteze/2024-09-28-1
29.09.2024;29.09.2024;Honba za rekordy Petra Hubáèe 2024;;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SpVzPi 30+30, StVzPi 3x20;;;373;29.09.2024;https://shooting.cz/cs/souteze/2024-09-29-honba-za-rekordy-petra-hubace-2024
29.09.2024;29.09.2024;Pohár SSK Mostištì;Velké Meziø’è’;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;287;;https://shooting.cz/cs/souteze/2024-09-29-pohar-ssk-mostiste-1
29.09.2024;29.09.2024;Posázavskù pohár, 65.roèn’k;Krhanice;2. kategorie;;SP 30+30;;;117;;https://shooting.cz/cs/souteze/2024-09-29-posazavsky-pohar-65-rocnik
05.10.2024;05.10.2024;Husitskù št’t 65. roèn’k + Jihoèeskù KP;Borek;2. kategorie;Muìi, eny, Dorostenci st., Dorostenky st.;SP 30+30, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;42;02.10.2024;https://shooting.cz/cs/souteze/2024-10-05-husitsky-stit-65-rocnik-jihocesky-kp-1
05.10.2024;05.10.2024;Memoriál Vlastimila Hejla;Praha 9 Hloubìt’n;2. kategorie;Muìi, eny;SP 30+30;;;121;03.10.2024;https://shooting.cz/cs/souteze/2024-10-05-memorial-vlastimila-hejla
06.10.2024;06.10.2024;Pohár SSK Velké Meziø’è’;Velké Meziø’è’;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;324;;https://shooting.cz/cs/souteze/2024-10-06-pohar-ssk-velke-mezirici
12.10.2024;12.10.2024;Budìjická diabolka;Borek;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., áci 13 a 14 let, áci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vlee;;;301;09.10.2024;https://shooting.cz/cs/souteze/2024-10-12-budejicka-diabolka-1
12.10.2024;12.10.2024;Pohár Sopky;Nová paka;2. kategorie;Muìi, eny;LM 60;;;192;12.10.2024;https://shooting.cz/cs/souteze/2024-10-12-pohar-sopky-1
12.10.2024;12.10.2024;Praskù støeleckù festival;Praha 9 Hloubìt’n;2. kategorie;Muìi, eny;VP 15+15;;;121;10.10.2024;https://shooting.cz/cs/souteze/2024-10-12-prazsky-strelecky-festival-1
19.10.2024;19.10.2024;Podzimn’ soutì z pøedovek 2024;Ostromìø;2. kategorie;Muìi;PePiC, PeRe, KøPiC, DPi, PePiV, PePuC, PePuV, KøPuC, Werndl;;;214;11.10.2024;https://shooting.cz/cs/souteze/2024-10-19-podzimni-soutez-z-predovek-2024-1
19.10.2024;19.10.2024;VC Borku - 26.roèn’k;Borek;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st.;VzPi 60, VzPi 40, VzPu 60 ISSF, VzPu 40 ISSF;;;42;16.10.2024;https://shooting.cz/cs/souteze/2024-10-19-vc-borku-26-rocnik-1
19.10.2024;20.10.2024;Tvrïák 2024;Plzeò;2. kategorie;Muìi;VzPi 60, VzPu 60 ISSF;;;69;19.10.2024;https://shooting.cz/cs/souteze/2024-10-19-tvrdak-2024
26.10.2024;26.10.2024;Podzimn’ sportka;Praha 9 Hloubìt’n;3. kategorie;Muìi, eny;SP 30 m’øená;;;121;24.10.2024;https://shooting.cz/cs/souteze/2024-10-26-podzimni-sportka-1
02.11.2024;02.11.2024;Podzimn’ soutì;Nová paka;3. kategorie;Muìi;SP 30+30;;;192;02.11.2024;https://shooting.cz/cs/souteze/2024-11-02-podzimni-soutez-2
02.11.2024;02.11.2024;VC Stromovky - 26.roèn’k;Borek;2. kategorie;Muìi, eny, Dorostenci st.;VzPi 60, VzPi 40, VzPu 60 ISSF, VzPu 40 ISSF;;;301;30.10.2024;https://shooting.cz/cs/souteze/2024-11-02-vc-stromovky-26-rocnik-1
02.11.2024;02.11.2024;Vrchlabsko-Trutnovská vzduchovková liga 2024-2025 1.kolo;Trutnov;2. kategorie, Pi;Muìi, eny, Dorostenci st., Dorostenky st., Veteráni;VzPi 60, VzPi 40;;;95;02.11.2024;https://shooting.cz/cs/souteze/2024-11-02-vrchlabsko-trutnovska-vzduchovkova-liga-2024-2025-1-kolo-1
23.11.2024;24.11.2024;Grand Prix Rapid Plzeò;Plzeò;1. kategorie, Sledovanù;Muìi, eny, Dorostenci st.;VzPi 60, VzPi 40, VzPu 60 ISSF, VzPu 40;;;232;14.11.2024;https://shooting.cz/cs/souteze/2024-11-23-grand-prix-rapid-plzen
30.11.2024;30.11.2024;Vrchlabsko-Trutnovská vzduchovková liga 2024-2025 - 2.kolo;Trutnov;2. kategorie, Pi;Muìi, eny, Dorostenci st., Dorostenky st., Veteráni;VzPi 60, VzPi 40;;;95;30.11.2024;https://shooting.cz/cs/souteze/2024-11-30-vrchlabsko-trutnovska-vzduchovkova-liga-2024-2025-2-kolo-1
07.12.2024;07.12.2024;Vánoèn’ stø’len’ - 16.roèn’k;Borek;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., áci 13 a 14 let, áci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vlee;;;301;04.12.2024;https://shooting.cz/cs/souteze/2024-12-07-vanocni-strileni-16-rocnik
04.01.2025;04.01.2025;Vrchlabsko-Trutnovská vzduchovková liga 2024-2025 - 3.kolo;Trutnov;2. kategorie, Pi;Muìi, eny, Dorostenci st., Dorostenky st., Veteráni;VzPi 60, VzPi 40;;;95;02.11.2024;https://shooting.cz/cs/souteze/2025-01-04-vrchlabsko-trutnovska-vzduchovkova-liga-2024-2025-3-kolo-1
01.02.2025;01.02.2025;Vrchlabsko-Trutnovská vzduchovková liga 2024-2025 - 4.kolo;Trutnov;2. kategorie, Pi;Muìi, eny, Dorostenci st., Dorostenky st., Veteráni;VzPi 60, VzPi 40;;;95;01.02.2025;https://shooting.cz/cs/souteze/2025-02-01-vrchlabsko-trutnovska-vzduchovkova-liga-2024-2025-4-kolo-1
01.02.2025;02.02.2025;Testovac’ závod;Hradec Králové;Test, 3. kategorie;Muìi, eny, Junioøi;VzPi 60, SP 30+30, VP 30+30;;;62;;https://shooting.cz/cs/souteze/2025-02-01-testovaci-zavod
01.03.2025;01.03.2025;Vrchlabsko-Trutnovská vzduchovková liga 2024-2025 - finále;Trutnov;2. kategorie, Pi;Muìi, eny, Dorostenci st., Dorostenky st., Veteráni;VzPi 60, VzPi 40;;;95;01.03.2025;https://shooting.cz/cs/souteze/2025-03-01-vrchlabsko-trutnovska-vzduchovkova-liga-2024-2025-finale-1
